index,time_period,rainfall,mean_temperature,disease_cases,population,location
1296,2006-12,192.43,23.22,40.0,11917146.3232719,DistritoFederal
1297,2007-01,245.994,22.8,103.0,12041468.6445747,DistritoFederal
1298,2007-02,175.817,22.75,139.0,12041468.6445747,DistritoFederal
1299,2007-03,121.645,23.11,213.0,12041468.6445747,DistritoFederal
1300,2007-04,87.049,21.37,166.0,12041468.6445747,DistritoFederal
1301,2007-05,119.284,16.45,141.0,12041468.6445747,DistritoFederal
1302,2007-06,15.388,16.54,59.0,12041468.6445747,DistritoFederal
1303,2007-07,130.962,14.5,76.0,12041468.6445747,DistritoFederal
1304,2007-08,34.508,17.15,36.0,12041468.6445747,DistritoFederal
1305,2007-09,46.886,21.22,21.0,12041468.6445747,DistritoFederal
1306,2007-10,100.444,21.85,61.0,12041468.6445747,DistritoFederal
1307,2007-11,188.002,20.98,64.0,12041468.6445747,DistritoFederal
1308,2007-12,189.816,22.68,41.0,12041468.6445747,DistritoFederal
1309,2008-01,206.588,21.9,153.0,12161800.9983573,DistritoFederal
1310,2008-02,201.023,22.14,149.0,12161800.9983573,DistritoFederal
1311,2008-03,101.548,21.35,282.0,12161800.9983573,DistritoFederal
1312,2008-04,151.129,19.44,420.0,12161800.9983573,DistritoFederal
1313,2008-05,78.942,16.18,178.0,12161800.9983573,DistritoFederal
1314,2008-06,108.136,14.68,56.0,12161800.9983573,DistritoFederal
1315,2008-07,40.338,16.72,20.0,12161800.9983573,DistritoFederal
1316,2008-08,164.916,17.77,35.0,12161800.9983573,DistritoFederal
1317,2008-09,82.724,17.12,21.0,12161800.9983573,DistritoFederal
1318,2008-10,216.294,20.66,24.0,12161800.9983573,DistritoFederal
1319,2008-11,181.918,20.82,15.0,12161800.9983573,DistritoFederal
1320,2008-12,92.89,22.67,45.0,12161800.9983573,DistritoFederal
1321,2009-01,249.242,21.85,75.0,12279410.0409754,DistritoFederal
1322,2009-02,174.941,23.0,81.0,12279410.0409754,DistritoFederal
1323,2009-03,79.099,22.93,106.0,12279410.0409754,DistritoFederal
1324,2009-04,40.114,20.94,111.0,12279410.0409754,DistritoFederal
1325,2009-05,117.246,17.89,129.0,12279410.0409754,DistritoFederal
1326,2009-06,94.515,13.69,60.0,12279410.0409754,DistritoFederal
1327,2009-07,213.312,14.84,49.0,12279410.0409754,DistritoFederal
1328,2009-08,98.663,16.78,17.0,12279410.0409754,DistritoFederal
1329,2009-09,221.042,18.74,11.0,12279410.0409754,DistritoFederal
1330,2009-10,253.102,19.99,13.0,12279410.0409754,DistritoFederal
1331,2009-11,211.019,23.58,42.0,12279410.0409754,DistritoFederal
1332,2009-12,198.757,22.81,88.0,12279410.0409754,DistritoFederal
1333,2010-01,279.389,23.02,987.0,12395119.09906,DistritoFederal
1334,2010-02,183.098,23.74,2515.0,12395119.09906,DistritoFederal
1335,2010-03,155.784,22.34,3665.0,12395119.09906,DistritoFederal
1336,2010-04,155.722,19.59,3445.0,12395119.09906,DistritoFederal
1337,2010-05,109.585,16.23,3005.0,12395119.09906,DistritoFederal
1338,2010-06,48.293,15.65,726.0,12395119.09906,DistritoFederal
1339,2010-07,94.036,16.02,218.0,12395119.09906,DistritoFederal
1340,2010-08,38.169,16.26,114.0,12395119.09906,DistritoFederal
1341,2010-09,137.43,19.62,82.0,12395119.09906,DistritoFederal
1342,2010-10,189.931,18.67,77.0,12395119.09906,DistritoFederal
1343,2010-11,127.617,20.39,65.0,12395119.09906,DistritoFederal
1344,2010-12,239.878,22.03,152.0,12395119.09906,DistritoFederal
1345,2011-01,232.731,23.26,216.0,12509181.5038824,DistritoFederal
1346,2011-02,285.854,22.7,179.0,12509181.5038824,DistritoFederal
1347,2011-03,127.896,21.44,242.0,12509181.5038824,DistritoFederal
1348,2011-04,102.222,20.15,280.0,12509181.5038824,DistritoFederal
1349,2011-05,23.079,16.64,269.0,12509181.5038824,DistritoFederal
1350,2011-06,100.85,14.4,73.0,12509181.5038824,DistritoFederal
1351,2011-07,133.46,16.01,50.0,12509181.5038824,DistritoFederal
1352,2011-08,141.689,16.57,29.0,12509181.5038824,DistritoFederal
1353,2011-09,79.336,18.17,22.0,12509181.5038824,DistritoFederal
1354,2011-10,214.191,20.29,20.0,12509181.5038824,DistritoFederal
1355,2011-11,145.559,20.25,13.0,12509181.5038824,DistritoFederal
1356,2011-12,113.525,22.36,27.0,12509181.5038824,DistritoFederal
1357,2012-01,199.594,22.07,156.0,12621407.2569892,DistritoFederal
1358,2012-02,143.253,23.83,151.0,12621407.2569892,DistritoFederal
1359,2012-03,68.552,22.12,221.0,12621407.2569892,DistritoFederal
1360,2012-04,168.637,20.31,215.0,12621407.2569892,DistritoFederal
1361,2012-05,87.197,16.85,204.0,12621407.2569892,DistritoFederal
1362,2012-06,224.989,15.83,106.0,12621407.2569892,DistritoFederal
1363,2012-07,97.049,15.34,91.0,12621407.2569892,DistritoFederal
1364,2012-08,12.445,18.73,77.0,12621407.2569892,DistritoFederal
1365,2012-09,60.407,20.1,51.0,12621407.2569892,DistritoFederal
1366,2012-10,125.401,21.98,52.0,12621407.2569892,DistritoFederal
1367,2012-11,99.901,21.98,53.0,12621407.2569892,DistritoFederal
1368,2012-12,218.033,24.31,101.0,12621407.2569892,DistritoFederal
1369,2013-01,137.744,22.43,590.0,12732176.355287,DistritoFederal
1370,2013-02,242.749,22.45,976.0,12732176.355287,DistritoFederal
1371,2013-03,219.487,21.18,2981.0,12732176.355287,DistritoFederal
1372,2013-04,116.277,19.19,4573.0,12732176.355287,DistritoFederal
1373,2013-05,150.807,17.62,4695.0,12732176.355287,DistritoFederal
1374,2013-06,307.706,16.14,2557.0,12732176.355287,DistritoFederal
1375,2013-07,101.233,14.59,1477.0,12732176.355287,DistritoFederal
1376,2013-08,40.092,15.82,825.0,12732176.355287,DistritoFederal
1377,2013-09,160.841,18.59,381.0,12732176.355287,DistritoFederal
1378,2013-10,130.225,19.78,205.0,12732176.355287,DistritoFederal
1379,2013-11,117.768,21.48,186.0,12732176.355287,DistritoFederal
1380,2013-12,132.741,23.31,294.0,12732176.355287,DistritoFederal
1381,2014-01,185.922,23.73,720.0,12841615.4644114,DistritoFederal
1382,2014-02,129.976,24.13,1530.0,12841615.4644114,DistritoFederal
1383,2014-03,177.135,21.67,1315.0,12841615.4644114,DistritoFederal
1384,2014-04,102.708,20.28,2469.0,12841615.4644114,DistritoFederal
1385,2014-05,125.394,17.35,3311.0,12841615.4644114,DistritoFederal
1386,2014-06,186.667,16.65,2093.0,12841615.4644114,DistritoFederal
1387,2014-07,81.451,15.5,1449.0,12841615.4644114,DistritoFederal
1388,2014-08,51.649,17.59,378.0,12841615.4644114,DistritoFederal
1389,2014-09,219.943,19.88,149.0,12841615.4644114,DistritoFederal
1390,2014-10,45.205,22.26,37.0,12841615.4644114,DistritoFederal
1391,2014-11,163.249,21.74,67.0,12841615.4644114,DistritoFederal
1392,2014-12,194.859,22.66,105.0,12841615.4644114,DistritoFederal
1393,2015-01,181.28,24.11,302.0,12949787.9171802,DistritoFederal
1394,2015-02,201.945,22.66,612.0,12949787.9171802,DistritoFederal
1395,2015-03,174.273,21.74,1039.0,12949787.9171802,DistritoFederal
1396,2015-04,85.956,20.12,2329.0,12949787.9171802,DistritoFederal
1397,2015-05,125.208,17.54,2522.0,12949787.9171802,DistritoFederal
1398,2015-06,78.417,16.64,1674.0,12949787.9171802,DistritoFederal
1399,2015-07,261.377,16.29,570.0,12949787.9171802,DistritoFederal
1400,2015-08,43.427,19.24,239.0,12949787.9171802,DistritoFederal
1401,2015-09,209.364,20.3,107.0,12949787.9171802,DistritoFederal
1402,2015-10,198.964,21.81,141.0,12949787.9171802,DistritoFederal
1403,2015-11,307.504,21.63,254.0,12949787.9171802,DistritoFederal
1404,2015-12,305.78,22.79,463.0,12949787.9171802,DistritoFederal
1405,2016-01,203.241,23.35,1791.0,13056883.7120467,DistritoFederal
1406,2016-02,283.262,23.49,4742.0,13056883.7120467,DistritoFederal
1407,2016-03,133.993,21.56,5670.0,13056883.7120467,DistritoFederal
1408,2016-04,68.45,22.51,3427.0,13056883.7120467,DistritoFederal
1409,2016-05,205.114,16.13,2027.0,13056883.7120467,DistritoFederal
1410,2016-06,98.695,13.27,951.0,13056883.7120467,DistritoFederal
1411,2016-07,54.037,15.51,378.0,13056883.7120467,DistritoFederal
1412,2016-08,165.792,16.84,169.0,13056883.7120467,DistritoFederal
1413,2016-09,60.984,17.3,105.0,13056883.7120467,DistritoFederal
1414,2016-10,159.003,20.08,90.0,13056883.7120467,DistritoFederal
1415,2016-11,94.06,21.52,97.0,13056883.7120467,DistritoFederal
1416,2016-12,204.545,22.55,144.0,13056883.7120467,DistritoFederal
1429,2001-01,26.109,25.62,,3138074.31640625,EspiritoSanto
1430,2001-02,39.016,26.2,,3138074.31640625,EspiritoSanto
1431,2001-03,109.024,25.18,1360.0,3138074.31640625,EspiritoSanto
1432,2001-04,33.49,25.06,1409.0,3138074.31640625,EspiritoSanto
1433,2001-05,17.454,25.6,1095.0,3138074.31640625,EspiritoSanto
1434,2001-06,47.97,22.88,644.0,3138074.31640625,EspiritoSanto
1435,2001-07,34.401,22.52,441.0,3138074.31640625,EspiritoSanto
1436,2001-08,25.994,22.13,176.0,3138074.31640625,EspiritoSanto
1437,2001-09,14.556,24.44,105.0,3138074.31640625,EspiritoSanto
1438,2001-10,22.789,25.8,101.0,3138074.31640625,EspiritoSanto
1439,2001-11,14.611,26.97,145.0,3138074.31640625,EspiritoSanto
1440,2001-12,59.59,26.72,138.0,3138074.31640625,EspiritoSanto
1441,2002-01,164.081,24.15,1786.0,3174517.24804688,EspiritoSanto
1442,2002-02,66.726,25.02,6530.0,3174517.24804688,EspiritoSanto
1443,2002-03,72.536,25.4,8814.0,3174517.24804688,EspiritoSanto
1444,2002-04,33.929,25.25,3602.0,3174517.24804688,EspiritoSanto
1445,2002-05,43.722,24.42,1673.0,3174517.24804688,EspiritoSanto
1446,2002-06,58.466,22.83,840.0,3174517.24804688,EspiritoSanto
1447,2002-07,28.995,22.99,425.0,3174517.24804688,EspiritoSanto
1448,2002-08,24.765,22.73,296.0,3174517.24804688,EspiritoSanto
1449,2002-09,9.858,24.82,224.0,3174517.24804688,EspiritoSanto
1450,2002-10,13.421,25.77,241.0,3174517.24804688,EspiritoSanto
1451,2002-11,14.465,26.74,422.0,3174517.24804688,EspiritoSanto
1452,2002-12,41.515,27.01,604.0,3174517.24804688,EspiritoSanto
1453,2003-01,88.643,26.87,2865.0,3210958.46679687,EspiritoSanto
1454,2003-02,69.017,25.54,10193.0,3210958.46679687,EspiritoSanto
1455,2003-03,117.226,25.6,10003.0,3210958.46679687,EspiritoSanto
1456,2003-04,28.487,25.95,3221.0,3210958.46679687,EspiritoSanto
1457,2003-05,47.56,24.91,1519.0,3210958.46679687,EspiritoSanto
1458,2003-06,49.474,23.42,745.0,3210958.46679687,EspiritoSanto
1459,2003-07,23.82,22.63,234.0,3210958.46679687,EspiritoSanto
1460,2003-08,15.429,23.75,76.0,3210958.46679687,EspiritoSanto
1461,2003-09,18.049,24.57,74.0,3210958.46679687,EspiritoSanto
1462,2003-10,14.031,25.72,91.0,3210958.46679687,EspiritoSanto
1463,2003-11,22.748,26.62,120.0,3210958.46679687,EspiritoSanto
1464,2003-12,18.031,27.52,249.0,3210958.46679687,EspiritoSanto
1465,2004-01,320.866,25.03,317.0,3247397.66650391,EspiritoSanto
1466,2004-02,132.353,24.42,506.0,3247397.66650391,EspiritoSanto
1467,2004-03,48.12,25.29,951.0,3247397.66650391,EspiritoSanto
1468,2004-04,31.682,25.77,634.0,3247397.66650391,EspiritoSanto
1469,2004-05,48.41,24.59,554.0,3247397.66650391,EspiritoSanto
1470,2004-06,91.578,22.65,208.0,3247397.66650391,EspiritoSanto
1471,2004-07,39.16,22.18,122.0,3247397.66650391,EspiritoSanto
1472,2004-08,24.954,22.94,63.0,3247397.66650391,EspiritoSanto
1473,2004-09,18.762,23.8,27.0,3247397.66650391,EspiritoSanto
1474,2004-10,9.427,26.05,24.0,3247397.66650391,EspiritoSanto
1475,2004-11,14.952,26.57,35.0,3247397.66650391,EspiritoSanto
1476,2004-12,18.436,27.28,77.0,3247397.66650391,EspiritoSanto
1477,2005-01,64.631,26.65,154.0,3283835.18310547,EspiritoSanto
1478,2005-02,81.765,26.28,350.0,3283835.18310547,EspiritoSanto
1479,2005-03,101.521,26.35,489.0,3283835.18310547,EspiritoSanto
1480,2005-04,32.933,25.39,471.0,3283835.18310547,EspiritoSanto
1481,2005-05,79.921,24.01,517.0,3283835.18310547,EspiritoSanto
1482,2005-06,51.142,23.19,314.0,3283835.18310547,EspiritoSanto
1483,2005-07,24.877,22.25,135.0,3283835.18310547,EspiritoSanto
1484,2005-08,29.433,22.54,86.0,3283835.18310547,EspiritoSanto
1485,2005-09,14.117,24.55,47.0,3283835.18310547,EspiritoSanto
1486,2005-10,9.35,25.95,78.0,3283835.18310547,EspiritoSanto
1487,2005-11,12.458,27.14,44.0,3283835.18310547,EspiritoSanto
1488,2005-12,85.184,25.7,31.0,3283835.18310547,EspiritoSanto
1489,2006-01,11.396,26.57,440.0,3319826.86498685,EspiritoSanto
1490,2006-02,96.289,25.91,1080.0,3319826.86498685,EspiritoSanto
1491,2006-03,119.197,25.39,1760.0,3319826.86498685,EspiritoSanto
1492,2006-04,109.246,24.64,2396.0,3319826.86498685,EspiritoSanto
1493,2006-05,63.542,23.84,2560.0,3319826.86498685,EspiritoSanto
1494,2006-06,53.349,22.41,845.0,3319826.86498685,EspiritoSanto
1495,2006-07,37.722,21.99,366.0,3319826.86498685,EspiritoSanto
1496,2006-08,19.046,22.88,199.0,3319826.86498685,EspiritoSanto
1497,2006-09,13.167,24.36,92.0,3319826.86498685,EspiritoSanto
1498,2006-10,15.322,26.02,104.0,3319826.86498685,EspiritoSanto
1499,2006-11,19.147,26.53,136.0,3319826.86498685,EspiritoSanto
1500,2006-12,16.164,27.37,116.0,3319826.86498685,EspiritoSanto
1501,2007-01,19.411,27.54,556.0,3354460.03730701,EspiritoSanto
1502,2007-02,204.152,25.34,835.0,3354460.03730701,EspiritoSanto
1503,2007-03,60.033,24.52,1062.0,3354460.03730701,EspiritoSanto
1504,2007-04,49.98,25.33,1550.0,3354460.03730701,EspiritoSanto
1505,2007-05,35.039,23.96,1118.0,3354460.03730701,EspiritoSanto
1506,2007-06,40.061,22.86,546.0,3354460.03730701,EspiritoSanto
1507,2007-07,23.926,22.65,425.0,3354460.03730701,EspiritoSanto
1508,2007-08,31.641,22.11,142.0,3354460.03730701,EspiritoSanto
1509,2007-09,22.343,23.13,104.0,3354460.03730701,EspiritoSanto
1510,2007-10,10.47,25.19,96.0,3354460.03730701,EspiritoSanto
1511,2007-11,12.519,26.58,135.0,3354460.03730701,EspiritoSanto
1512,2007-12,17.107,26.54,164.0,3354460.03730701,EspiritoSanto
1513,2008-01,69.618,26.26,471.0,3387981.70180438,EspiritoSanto
1514,2008-02,116.793,25.62,1030.0,3387981.70180438,EspiritoSanto
1515,2008-03,253.363,24.23,4778.0,3387981.70180438,EspiritoSanto
1516,2008-04,133.559,23.97,8441.0,3387981.70180438,EspiritoSanto
1517,2008-05,68.373,23.44,4930.0,3387981.70180438,EspiritoSanto
1518,2008-06,30.403,22.33,1594.0,3387981.70180438,EspiritoSanto
1519,2008-07,49.787,21.54,369.0,3387981.70180438,EspiritoSanto
1520,2008-08,34.097,22.38,230.0,3387981.70180438,EspiritoSanto
1521,2008-09,12.601,24.42,128.0,3387981.70180438,EspiritoSanto
1522,2008-10,13.879,25.47,213.0,3387981.70180438,EspiritoSanto
1523,2008-11,5.195,27.17,444.0,3387981.70180438,EspiritoSanto
1524,2008-12,26.292,26.82,707.0,3387981.70180438,EspiritoSanto
1525,2009-01,54.524,26.53,2775.0,3420744.71810522,EspiritoSanto
1526,2009-02,115.576,25.01,5192.0,3420744.71810522,EspiritoSanto
1527,2009-03,95.727,25.39,6983.0,3420744.71810522,EspiritoSanto
1528,2009-04,183.678,24.37,6527.0,3420744.71810522,EspiritoSanto
1529,2009-05,175.35,23.08,7504.0,3420744.71810522,EspiritoSanto
1530,2009-06,43.377,22.76,2624.0,3420744.71810522,EspiritoSanto
1531,2009-07,40.914,22.57,775.0,3420744.71810522,EspiritoSanto
1532,2009-08,36.984,22.78,448.0,3420744.71810522,EspiritoSanto
1533,2009-09,11.329,24.76,150.0,3420744.71810522,EspiritoSanto
1534,2009-10,22.214,26.32,86.0,3420744.71810522,EspiritoSanto
1535,2009-11,9.976,26.63,237.0,3420744.71810522,EspiritoSanto
1536,2009-12,38.013,26.74,617.0,3420744.71810522,EspiritoSanto
1537,2010-01,102.006,25.18,691.0,3452978.44496663,EspiritoSanto
1538,2010-02,46.122,26.62,1082.0,3452978.44496663,EspiritoSanto
1539,2010-03,61.687,27.07,2933.0,3452978.44496663,EspiritoSanto
1540,2010-04,118.713,25.13,4105.0,3452978.44496663,EspiritoSanto
1541,2010-05,24.856,25.32,4898.0,3452978.44496663,EspiritoSanto
1542,2010-06,68.711,22.9,2733.0,3452978.44496663,EspiritoSanto
1543,2010-07,34.755,22.42,1623.0,3452978.44496663,EspiritoSanto
1544,2010-08,20.513,22.22,1240.0,3452978.44496663,EspiritoSanto
1545,2010-09,20.339,23.47,675.0,3452978.44496663,EspiritoSanto
1546,2010-10,58.923,25.79,619.0,3452978.44496663,EspiritoSanto
1547,2010-11,7.532,26.65,1154.0,3452978.44496663,EspiritoSanto
1548,2010-12,68.794,25.74,1586.0,3452978.44496663,EspiritoSanto
1549,2011-01,84.42,25.49,2651.0,3484753.45431386,EspiritoSanto
1550,2011-02,107.081,25.43,4213.0,3484753.45431386,EspiritoSanto
1551,2011-03,92.212,25.32,5765.0,3484753.45431386,EspiritoSanto
1552,2011-04,98.367,24.78,7024.0,3484753.45431386,EspiritoSanto
1553,2011-05,99.486,23.21,7588.0,3484753.45431386,EspiritoSanto
1554,2011-06,36.919,22.96,2991.0,3484753.45431386,EspiritoSanto
1555,2011-07,70.426,21.98,1167.0,3484753.45431386,EspiritoSanto
1556,2011-08,21.4,22.77,552.0,3484753.45431386,EspiritoSanto
1557,2011-09,18.663,23.13,240.0,3484753.45431386,EspiritoSanto
1558,2011-10,37.204,25.03,270.0,3484753.45431386,EspiritoSanto
1559,2011-11,25.243,25.62,229.0,3484753.45431386,EspiritoSanto
1560,2011-12,13.317,26.62,260.0,3484753.45431386,EspiritoSanto
1561,2012-01,40.113,26.0,912.0,3516016.81720298,EspiritoSanto
1562,2012-02,47.291,25.67,783.0,3516016.81720298,EspiritoSanto
1563,2012-03,21.539,26.47,945.0,3516016.81720298,EspiritoSanto
1564,2012-04,12.16,26.24,1104.0,3516016.81720298,EspiritoSanto
1565,2012-05,20.022,25.03,987.0,3516016.81720298,EspiritoSanto
1566,2012-06,23.828,23.91,951.0,3516016.81720298,EspiritoSanto
1567,2012-07,23.61,22.39,833.0,3516016.81720298,EspiritoSanto
1568,2012-08,18.83,22.17,564.0,3516016.81720298,EspiritoSanto
1569,2012-09,8.697,23.97,581.0,3516016.81720298,EspiritoSanto
1570,2012-10,9.763,25.0,722.0,3516016.81720298,EspiritoSanto
1571,2012-11,8.461,27.21,905.0,3516016.81720298,EspiritoSanto
1572,2012-12,9.981,27.16,2149.0,3516016.81720298,EspiritoSanto
1573,2013-01,41.396,26.81,6206.0,3546874.39152187,EspiritoSanto
1574,2013-02,15.377,27.19,9358.0,3546874.39152187,EspiritoSanto
1575,2013-03,46.554,27.07,15787.0,3546874.39152187,EspiritoSanto
1576,2013-04,58.795,25.89,14389.0,3546874.39152187,EspiritoSanto
1577,2013-05,38.119,24.61,9942.0,3546874.39152187,EspiritoSanto
1578,2013-06,27.337,23.99,4052.0,3546874.39152187,EspiritoSanto
1579,2013-07,77.728,22.58,2295.0,3546874.39152187,EspiritoSanto
1580,2013-08,27.192,23.03,1278.0,3546874.39152187,EspiritoSanto
1581,2013-09,16.53,24.33,960.0,3546874.39152187,EspiritoSanto
1582,2013-10,18.512,25.44,714.0,3546874.39152187,EspiritoSanto
1583,2013-11,28.45,25.65,636.0,3546874.39152187,EspiritoSanto
1584,2013-12,64.711,25.98,719.0,3546874.39152187,EspiritoSanto
1585,2014-01,20.579,26.21,2758.0,3577361.46323315,EspiritoSanto
1586,2014-02,48.982,25.61,2158.0,3577361.46323315,EspiritoSanto
1587,2014-03,58.913,25.74,2243.0,3577361.46323315,EspiritoSanto
1588,2014-04,78.338,25.28,2515.0,3577361.46323315,EspiritoSanto
1589,2014-05,64.761,23.88,2525.0,3577361.46323315,EspiritoSanto
1590,2014-06,34.271,23.24,2034.0,3577361.46323315,EspiritoSanto
1591,2014-07,31.724,22.58,1407.0,3577361.46323315,EspiritoSanto
1592,2014-08,21.249,22.55,945.0,3577361.46323315,EspiritoSanto
1593,2014-09,20.626,24.17,844.0,3577361.46323315,EspiritoSanto
1594,2014-10,23.469,24.85,577.0,3577361.46323315,EspiritoSanto
1595,2014-11,50.899,25.69,625.0,3577361.46323315,EspiritoSanto
1596,2014-12,28.731,25.9,658.0,3577361.46323315,EspiritoSanto
1597,2015-01,19.732,26.65,1097.0,3607495.67531815,EspiritoSanto
1598,2015-02,60.739,26.11,646.0,3607495.67531815,EspiritoSanto
1599,2015-03,77.656,25.97,1269.0,3607495.67531815,EspiritoSanto
1600,2015-04,32.006,26.32,2334.0,3607495.67531815,EspiritoSanto
1601,2015-05,32.991,25.35,4146.0,3607495.67531815,EspiritoSanto
1602,2015-06,37.317,23.55,3690.0,3607495.67531815,EspiritoSanto
1603,2015-07,49.156,22.79,2992.0,3607495.67531815,EspiritoSanto
1604,2015-08,17.133,23.11,2614.0,3607495.67531815,EspiritoSanto
1605,2015-09,9.463,25.04,2603.0,3607495.67531815,EspiritoSanto
1606,2015-10,8.263,26.13,3598.0,3607495.67531815,EspiritoSanto
1607,2015-11,4.937,27.63,3994.0,3607495.67531815,EspiritoSanto
1608,2015-12,24.471,27.21,6679.0,3607495.67531815,EspiritoSanto
1609,2016-01,178.818,25.17,9814.0,3637329.9567208,EspiritoSanto
1610,2016-02,39.78,25.83,10671.0,3637329.9567208,EspiritoSanto
1611,2016-03,61.251,26.74,9875.0,3637329.9567208,EspiritoSanto
1612,2016-04,32.546,25.98,6448.0,3637329.9567208,EspiritoSanto
1613,2016-05,58.091,24.83,2222.0,3637329.9567208,EspiritoSanto
1614,2016-06,20.256,23.88,625.0,3637329.9567208,EspiritoSanto
1615,2016-07,17.433,22.97,401.0,3637329.9567208,EspiritoSanto
1616,2016-08,10.64,23.6,354.0,3637329.9567208,EspiritoSanto
1617,2016-09,10.055,24.99,337.0,3637329.9567208,EspiritoSanto
1618,2016-10,9.404,26.46,324.0,3637329.9567208,EspiritoSanto
1619,2016-11,9.112,27.16,508.0,3637329.9567208,EspiritoSanto
1620,2016-12,24.23,27.11,972.0,3637329.9567208,EspiritoSanto
1633,2001-01,118.715,25.49,,6018512.72558594,Goias
1634,2001-02,192.884,24.58,,6018512.72558594,Goias
1635,2001-03,212.497,24.77,2384.0,6018512.72558594,Goias
1636,2001-04,144.152,25.33,1734.0,6018512.72558594,Goias
1637,2001-05,37.314,26.51,1037.0,6018512.72558594,Goias
1638,2001-06,21.869,26.16,501.0,6018512.72558594,Goias
1639,2001-07,3.061,26.7,280.0,6018512.72558594,Goias
1640,2001-08,0.253,26.81,147.0,6018512.72558594,Goias
1641,2001-09,11.182,28.6,220.0,6018512.72558594,Goias
1642,2001-10,28.521,29.06,355.0,6018512.72558594,Goias
1643,2001-11,66.785,28.65,855.0,6018512.72558594,Goias
1644,2001-12,99.962,27.8,867.0,6018512.72558594,Goias
1645,2002-01,323.968,24.47,4024.0,6088074.95300293,Goias
1646,2002-02,96.452,25.79,8501.0,6088074.95300293,Goias
1647,2002-03,180.047,25.54,5892.0,6088074.95300293,Goias
1648,2002-04,129.115,25.53,1895.0,6088074.95300293,Goias
1649,2002-05,62.275,26.44,713.0,6088074.95300293,Goias
1650,2002-06,8.179,26.53,206.0,6088074.95300293,Goias
1651,2002-07,4.412,27.14,168.0,6088074.95300293,Goias
1652,2002-08,0.4,27.53,284.0,6088074.95300293,Goias
1653,2002-09,6.609,28.77,282.0,6088074.95300293,Goias
1654,2002-10,4.94,29.96,177.0,6088074.95300293,Goias
1655,2002-11,47.295,28.92,392.0,6088074.95300293,Goias
1656,2002-12,133.761,27.56,485.0,6088074.95300293,Goias
1657,2003-01,185.327,26.34,1194.0,6157622.51580811,Goias
1658,2003-02,184.478,25.52,1924.0,6157622.51580811,Goias
1659,2003-03,229.74,25.12,1739.0,6157622.51580811,Goias
1660,2003-04,82.708,25.98,1409.0,6157622.51580811,Goias
1661,2003-05,43.436,26.39,874.0,6157622.51580811,Goias
1662,2003-06,11.654,26.48,383.0,6157622.51580811,Goias
1663,2003-07,2.061,26.23,220.0,6157622.51580811,Goias
1664,2003-08,3.096,27.97,164.0,6157622.51580811,Goias
1665,2003-09,1.364,29.15,135.0,6157622.51580811,Goias
1666,2003-10,2.715,30.2,209.0,6157622.51580811,Goias
1667,2003-11,64.511,28.57,258.0,6157622.51580811,Goias
1668,2003-12,98.934,27.64,337.0,6157622.51580811,Goias
1669,2004-01,491.628,25.11,887.0,6227155.00573731,Goias
1670,2004-02,262.831,24.71,1200.0,6227155.00573731,Goias
1671,2004-03,149.17,25.29,1245.0,6227155.00573731,Goias
1672,2004-04,60.126,26.03,914.0,6227155.00573731,Goias
1673,2004-05,23.363,26.44,637.0,6227155.00573731,Goias
1674,2004-06,8.699,26.01,237.0,6227155.00573731,Goias
1675,2004-07,4.713,26.15,106.0,6227155.00573731,Goias
1676,2004-08,0.966,27.47,70.0,6227155.00573731,Goias
1677,2004-09,0.406,28.75,64.0,6227155.00573731,Goias
1678,2004-10,21.798,29.56,94.0,6227155.00573731,Goias
1679,2004-11,51.485,29.14,182.0,6227155.00573731,Goias
1680,2004-12,74.67,28.28,284.0,6227155.00573731,Goias
1681,2005-01,203.398,26.32,724.0,6296672.54968262,Goias
1682,2005-02,186.874,26.03,1711.0,6296672.54968262,Goias
1683,2005-03,229.148,25.6,3316.0,6296672.54968262,Goias
1684,2005-04,75.896,26.19,4458.0,6296672.54968262,Goias
1685,2005-05,58.654,25.62,3375.0,6296672.54968262,Goias
1686,2005-06,7.797,26.39,1492.0,6296672.54968262,Goias
1687,2005-07,1.184,26.17,493.0,6296672.54968262,Goias
1688,2005-08,0.318,27.36,371.0,6296672.54968262,Goias
1689,2005-09,2.413,29.15,297.0,6296672.54968262,Goias
1690,2005-10,1.785,30.17,589.0,6296672.54968262,Goias
1691,2005-11,62.654,29.31,1158.0,6296672.54968262,Goias
1692,2005-12,147.171,26.71,1537.0,6296672.54968262,Goias
1693,2006-01,63.506,27.7,4528.0,6365685.70737254,Goias
1694,2006-02,233.522,25.36,4617.0,6365685.70737254,Goias
1695,2006-03,303.804,24.79,5000.0,6365685.70737254,Goias
1696,2006-04,217.665,24.54,4734.0,6365685.70737254,Goias
1697,2006-05,54.015,25.4,2654.0,6365685.70737254,Goias
1698,2006-06,7.84,25.54,687.0,6365685.70737254,Goias
1699,2006-07,1.347,25.95,272.0,6365685.70737254,Goias
1700,2006-08,0.528,27.08,165.0,6365685.70737254,Goias
1701,2006-09,4.286,28.56,175.0,6365685.70737254,Goias
1702,2006-10,56.08,29.08,344.0,6365685.70737254,Goias
1703,2006-11,52.276,27.98,656.0,6365685.70737254,Goias
1704,2006-12,77.396,27.81,796.0,6365685.70737254,Goias
1705,2007-01,72.215,27.98,1795.0,6432093.95665946,Goias
1706,2007-02,304.31,24.89,2513.0,6432093.95665946,Goias
1707,2007-03,87.118,25.7,3016.0,6432093.95665946,Goias
